movie_id,question
49026,Can you recommend a superhero movie with a serious tone and intense villain?
49026,What movies feature Batman facing off against a major terrorist threat in Gotham?
16869,Can you recommend a war movie with intense tension and revenge themes set during World War II?
16869,What are some thriller movies about covert missions in Nazi-occupied Europe?
16869,"I’m looking for a dark, violent drama with strong WWII themes and a unique storyline—what would you suggest?"
76341,Can you recommend an action-packed post-apocalyptic movie with desert settings and intense car chases?
76341,What are some good science fiction adventure films about rebels trying to restore order in a broken world?
76341,I want a high-energy dystopian movie with lots of action and a survival theme—what should I watch?
271110,What action-packed superhero movies involve a team of heroes fighting each other?
271110,Can you recommend a sci-fi adventure movie where the Avengers are split into opposing sides?
271110,What are some Marvel movies about conflict between former allies and government regulation?
121,Can you recommend an epic fantasy adventure with a strong quest and battle scenes?
121,"I'm looking for a movie with elves, dwarves, and a journey to destroy a powerful magical artifact."
121,What are some action-packed fantasy movies similar to The Fellowship of the Ring?
672,"Can you recommend a fantasy adventure movie with magic, mystery, and danger at a wizarding school?"
672,What movie should I watch if I want a family-friendly fantasy with flying cars and magical creatures?
672,Do you know a movie where friends have to solve a dark secret at a magical academy?
284054,Can you recommend an action sci-fi movie with a strong superhero lead and a rich fictional world?
284054,What’s a good adventure movie about a king returning to his homeland and fighting for the throne?
284054,"Suggest a science fiction film with political conflict, advanced technology, and plenty of action."
150540,Can you recommend a family-friendly animated movie about emotions and growing up?
150540,What’s a good adventure comedy for kids that deals with moving to a new city?
150540,I want a heartfelt animated drama with humor that explores friendship and feelings—what should I watch?
284052,What are some fantasy action movies about a talented doctor who learns magic after losing his career?
284052,Can you recommend an adventure movie where a surgeon becomes a sorcerer and fights evil?
284052,"I want a movie with magic, action, and a hero training to save the world—what should I watch?"
68721,Can you recommend an action sci-fi movie with a genius inventor facing a powerful terrorist threat?
68721,What’s a good adventure movie where the hero has to rebuild after everything falls apart?
68721,"Suggest a movie like Iron Man with high-tech suits, explosions, and a revenge storyline."
70160,Can you recommend a dystopian sci-fi action movie with a strong female lead and survival themes?
70160,What’s a thrilling adventure movie where teenagers are forced into a deadly competition?
70160,I want a suspenseful action movie with rebellion against an oppressive society—any suggestions?
315635,Can you recommend an action-packed superhero movie about a teenager balancing high school and fighting crime in New York?
315635,I want a science fiction adventure movie with a young hero mentored by an older hero—any suggestions?
315635,What’s a good Marvel-style movie where Spider-Man faces a new villain while trying to live a normal life?
673,Can you recommend an adventure fantasy movie about a young wizard at school who is in danger from an escaped prisoner?
673,What movie should I watch if I want a magical school story with suspense and an escaped wizard threatening the hero?
673,Suggest a fantasy adventure film like Harry Potter set at Hogwarts with danger and dark magic.
807,Can you recommend a dark crime thriller about detectives hunting a serial killer?
807,What’s a suspenseful mystery movie with a twisted serial killer and psychological elements?
807,I’m looking for a gritty thriller involving a murder investigation and a cat-and-mouse chase with a killer
238,What are some classic crime dramas about mafia families and revenge?
238,Can you recommend a movie about organized crime and family loyalty?
238,What’s a good gangster film with a powerful story about betrayal and succession?
283995,Can you recommend a fun sci-fi adventure movie about a group of misfits becoming a family?
283995,What are some action-packed space movies with humor and emotional family themes?
283995,I’m looking for a science fiction sequel with colorful characters and a story about discovering a hero’s true parentage.
1771,Can you recommend an action-adventure sci-fi movie about a superhero fighting in World War II?
1771,What’s a good movie where an underdog becomes a super-soldier and battles a Nazi villain?
1771,I’m looking for a World War II-set comic book movie with lots of action and a heroic origin story.
272,Can you recommend a dark superhero origin movie about a hero fighting corruption in a crime-ridden city?
272,I’m looking for an action drama about a billionaire who becomes a vigilante to save his city.
272,What’s a good movie about a masked crime-fighter whose story focuses on tragedy and moral conflict?
10138,What are some action-packed superhero movies with lots of adventure and sci-fi elements?
10138,Can you recommend a movie about a genius inventor who wears a high-tech suit and fights powerful enemies?
10138,What’s a good sci-fi action film with a billionaire hero facing pressure from the government and the public?
11,Can you recommend an adventurous sci-fi movie with action and a classic space rescue storyline?
11,"What’s a good movie about rebels, spaceships, and saving a captured princess in a galactic empire?"
11,I want a famous science fiction adventure with heroes like Luke Skywalker and Han Solo—what should I watch?
10195,Can you recommend an action-fantasy movie about a powerful arrogant hero who is punished and sent to Earth?
10195,What are some adventure movies where a mythological warrior has to learn humility and become a true hero?
10195,"I want a superhero-style fantasy film with gods, ancient wars, and an invasion of Earth—what should I watch?"
22,"I want an adventure movie with pirates, sword fights, and a supernatural curse—what should I watch?"
22,Can you recommend a fun fantasy action movie with a rogue pirate hero and lots of sea battles?
22,"What are some movies like Pirates of the Caribbean with treasure, undead pirates, and a rescue mission?"
674,Can you recommend an adventurous fantasy movie about a young wizard competing in a dangerous magical tournament?
674,"What movie should I watch if I want a fantasy adventure with magic schools, a tournament, and a dark villain returning?"
674,"I'm looking for a movie like Harry Potter with magical challenges, friendship, and a big battle for glory. What would you suggest?"
634649,Can you recommend an action-packed superhero movie with adventure and sci-fi elements?
634649,What’s a good movie about Spider-Man dealing with multiverse chaos and big stakes?
634649,Suggest a science fiction adventure film where a hero asks Doctor Strange for help.
297761,Can you recommend an action-packed superhero movie with a team of antiheroes?
297761,What’s a fantasy adventure film about villains forced to work together for the government?
297761,"Suggest a movie with comic book characters, dark humor, and high-risk missions"
284053,What are some action sci-fi movies with a lot of comedy?
284053,Can you recommend a fun superhero movie with epic battles and humor?
284053,"What movies are similar to Thor that mix space adventure, action, and comedy?"
12445,Can you recommend an adventure fantasy movie with young wizards fighting dark magic and epic final battles?
12445,What movie should I watch if I want a magical quest where heroes discover powerful enchanted objects to defeat a villain?
12445,Suggest a fantasy adventure film with a climactic showdown between good and evil in a wizarding world.
105,Can you recommend a fun sci-fi adventure comedy about time travel?
105,What’s a movie where a teenager accidentally goes back in time and has to fix his parents’ relationship?
105,"I’m looking for a classic 80s movie with humor, adventure, and a crazy scientist inventing a time machine."
14160,What are some heartwarming animated adventure movies for the whole family?
14160,Can you recommend a funny movie about unlikely friendship and adventure?
14160,What are good family films with an older main character who goes on a journey?
135397,Can you recommend an adventure sci-fi thriller with dinosaurs and a theme park?
135397,What’s a movie like Jurassic Park but set in a fully functioning dinosaur park?
135397,I want a tense science fiction adventure with dinosaurs escaping on an island—what should I watch?
286217,Can you recommend a smart sci-fi survival movie about an astronaut stranded alone on another planet?
286217,What are some adventure dramas where the main character has to use ingenuity to survive in space?
286217,"Can you suggest a movie like The Martian with a stranded hero, science problem-solving, and a hopeful tone?"
354912,What are some family-friendly animated movies with music and adventure?
354912,Can you recommend a colorful movie about a kid who dreams of becoming a musician?
354912,What’s a good animated film with heartfelt family themes and a journey into the afterlife?
98,Can you recommend an epic historical action movie about a betrayed Roman general who becomes a gladiator?
98,"What’s a dramatic adventure film with battles, betrayal, and ancient Rome?"
98,"I want a movie similar to Gladiator with revenge, honor, and arena combat—what should I watch?"
245891,Can you recommend an action thriller about a retired hitman seeking revenge?
245891,What’s a good movie where a former assassin comes back to track down gangsters?
245891,I want a fast-paced revenge movie with lots of action and a tough protagonist. Any suggestions?
297762,Can you recommend an action-adventure fantasy movie with a strong female lead and epic battles?
297762,"What are some movies set during World War I that mix mythology, action, and adventure?"
297762,I’m looking for a superhero movie about a warrior from a mystical world who comes to protect humanity.
102899,Can you recommend a sci-fi action movie with heists and a superhero who can shrink?
102899,What are some adventure movies about a thief turning into a hero?
102899,"I'm looking for a Marvel-style movie with gadgets, humor, and big action—any suggestions?"
675,What are some fantasy adventure movies about students learning to defend themselves against dark magic at a school?
675,Can you recommend a movie where a young wizard trains others to fight an evil force threatening their school?
675,I want a magical coming-of-age adventure with a dark professor and a battle between good and evil—what should I watch?
767,Can you recommend a fantasy adventure movie where a mentor prepares a young hero for an epic final battle?
767,What’s a good movie about a wizard world under attack by dark forces and chaos spreading into the Muggle world?
767,"I’m looking for a movie with magic, adventure, and a coming-of-age hero facing a big showdown against evil—any suggestions?"
496243,Can you recommend a dark comedy thriller about class inequality and family scheming?
496243,"What’s a great Korean drama with suspense, humor, and social commentary?"
496243,Suggest a movie about a poor family getting involved with a wealthy household that turns unexpected and tense.
557,Can you recommend an action sci-fi movie about a teenager who gets superpowers from a spider bite?
557,What’s a good movie where a high school student becomes a superhero after a science experiment goes wrong?
557,"I’m looking for a movie like Spider-Man with action and science fiction elements, involving a young hero gaining powers."
12,Can you recommend an animated adventure movie for kids about a lost fish and his dad searching for him?
12,"What’s a good family-friendly movie with ocean creatures, humor, and an emotional rescue journey?"
12,Suggest a movie like a fun underwater adventure that kids and adults can enjoy together.
140607,Can you recommend an adventure sci-fi action movie with space battles and a big galaxy-spanning conflict?
140607,"What’s a good movie like Star Wars with Jedi, Stormtroopers, and a new dark villain?"
140607,I’m looking for a thrilling science fiction action film set in a futuristic universe with heroes fighting an evil army.
263115,Can you recommend a gritty action movie with emotional drama and a dark sci-fi setting?
263115,What are some movies about aging heroes protecting a young mutant or child from dangerous pursuers?
263115,I’m looking for a serious superhero film that feels more dramatic and adult than the usual comic book movies—any suggestions?
12444,Can you recommend an adventure fantasy movie about a group of friends on a dangerous quest to destroy powerful objects?
12444,What are some good fantasy films where the heroes go on a journey to stop a dark wizard from becoming immortal?
12444,"I’m looking for a movie with magic, danger, and a final mission to defeat evil—what would you suggest?"
10681,What are some family-friendly animated sci-fi movies with a touching love story?
10681,Can you recommend a movie about a robot discovering a purpose in life on a post-apocalyptic Earth?
10681,What’s a good science fiction film for kids that has adventure and environmental themes?
37165,What are some movies like The Truman Show about someone realizing their life is being controlled or watched?
37165,Can you recommend a comedy-drama with a mind-bending premise and social commentary?
37165,I'm looking for a movie where the main character slowly discovers that their world isn't real.
346364,Can you recommend a scary movie about kids battling a monster in a small town?
346364,What’s a horror thriller with a creepy clown and a group of childhood friends?
346364,Suggest a drama-horror movie where kids have to face bullying and a supernatural evil.
862,Can you recommend a fun animated family movie about toys that come to life?
862,What’s a good comedy-adventure movie for kids with friendship and rivalry?
862,I’m looking for a family-friendly animated movie with memorable characters and humor.
100402,"Can you recommend an action movie with espionage, government conspiracy, and superhero characters?"
100402,What’s a good sci-fi adventure film where the hero uncovers a global conspiracy?
100402,I’m looking for a Marvel movie with Captain America and Black Widow working together—any suggestions?
210577,Can you recommend a dark psychological thriller about a missing wife and a husband who becomes the main suspect?
210577,What are some mystery dramas with intense media attention and a lot of twists?
210577,I’m looking for a suspenseful movie where a marriage hides secrets and nothing is quite what it seems.
585,What are some good animated family movies with funny characters and a heartwarming story?
585,Can you recommend a fantasy comedy movie that's fun for both kids and adults?
585,What movies are similar to a playful animated film about monsters and a little kid?
8587,Can you recommend an animated family movie about a young prince who has to grow into his responsibilities?
8587,"What’s a good drama for kids that includes animals, adventure, and a story about becoming king?"
8587,"Can you suggest a classic family film about betrayal, loss, and a hero finding his place in life?"
259316,Can you recommend a fantasy adventure movie with magical creatures and a hidden wizarding world?
259316,What movie features a wizard traveling with a magical suitcase full of beasts that escape?
259316,"I’m looking for an adventure film set in a magical universe with spells, creatures, and a period setting."
49051,What are some adventure fantasy movies with epic quests and dragons?
49051,Can you recommend a movie about a quiet character who gets pulled into a big journey?
49051,What action fantasy films involve a group of companions trying to reclaim their home?
329865,Can you recommend a thoughtful sci-fi movie about first contact with aliens and language?
329865,What are some mystery dramas with intelligent aliens and a linguist trying to communicate with them?
329865,"I want a science fiction movie that’s emotional and suspenseful, involving a military team and extraterrestrial visitors."
281957,Can you recommend a gritty survival revenge movie set in the frontier?
281957,What are some adventure dramas about someone seeking revenge after being betrayed left for dead?
281957,I’m looking for a Western with intense survival scenes and a story about a frontiersman hunting down the people who betrayed him.
497,Can you recommend a sad supernatural drama set in a prison?
497,What’s a movie like The Shawshank Redemption but with a fantasy element and a death row setting?
497,I want a crime drama with emotional characters and a miraculous healing power—any suggestions?
383498,What are some funny action movies with a sarcastic anti-hero and lots of fight scenes?
383498,Can you recommend a superhero movie that is both violent and comedic?
383498,I want an adventure comedy with a wisecracking main character and a strong villain—what should I watch?
209112,Can you recommend an action movie with superheroes fighting each other and a big threat to humanity?
209112,What’s a fantasy adventure film where Batman and Superman clash?
209112,I want a movie about two famous heroes going to war before teaming up against a bigger enemy. Any suggestions?
24,What are some action crime movies about an assassin seeking revenge after being betrayed by her team?
24,Can you recommend movies where a female assassin survives an attack and plots vengeance?
24,I’m looking for violent crime action films with a strong revenge story—what should I watch?
694,Can you recommend a psychological horror movie set in an isolated location with a family under stress?
694,What’s a classic thriller-horror film about a caretaker losing his mind in a creepy hotel?
694,I want a scary movie with strong suspense and a haunted hotel vibe—what should I watch?
419430,Can you recommend a thriller that mixes horror and mystery with a disturbing social twist?
419430,What’s a suspenseful movie about an interracial couple visiting the girlfriend’s family that turns creepy?
419430,I want a horror movie with psychological tension and a big shocking reveal—what should I watch?
9806,Can you recommend an action-adventure animated family movie about superheroes trying to live normal lives?
9806,What is a good family-friendly movie with a retired superhero coming back for one last mission?
9806,"Suggest an animated movie for kids that has action, adventure, and a superhero family."
808,Can you recommend a funny animated fantasy movie about an ogre and a princess?
808,What’s a good family adventure comedy with a wisecracking donkey and a fairy-tale setting?
808,"I’m looking for a lighthearted animated movie with adventure, humor, and a dragon."
1930,What are some action-adventure sci-fi movies about a teenager who gains powers and discovers secrets about his parents?
1930,"Can you recommend a movie like Spider-Man with a high school hero, superhero action, and a science-fiction origin story?"
1930,I want an adventurous action movie about an outcast teen investigating a family mystery and a secret company—what should I watch?
2062,Can you recommend a funny animated family movie about an unusual friendship and cooking?
2062,What’s a good fantasy comedy for kids that takes place in Paris and involves food?
2062,"I’m looking for a movie about following your dream, even if it’s unconventional—any recommendations?"
77338,What are some good drama comedies about unlikely friendships based on true stories?
77338,Can you recommend a movie about a wealthy disabled man and his caretaker with both emotional and funny moments?
77338,What is a feel-good drama comedy about two very different men who form a friendship?
1891,Can you recommend a sci-fi adventure movie with epic space battles and a dark sequel story?
1891,What’s a classic action movie about heroes fighting an evil empire and training with a wise mentor?
1891,"Suggest a science fiction film with Star Wars-style adventures, Jedi training, and a major showdown with Darth Vader."
129,Can you recommend a family-friendly fantasy movie with beautiful animation and a strong young female lead?
129,What’s a good animated film for kids that features a magical spirit world and adventure?
129,I’m looking for a heartwarming fantasy movie about a brave girl trying to save her family—what should I watch?
101299,Recommend an action-packed sci-fi movie about rebels fighting an oppressive government
101299,"What’s a good sequel with survival, adventure, and a dystopian setting?"
101299,Can you suggest a movie where the heroes are forced back into a deadly competition after winning before?
76338,"Can you recommend an action-packed fantasy movie with gods, cosmic battles, and a big save-the-universe storyline?"
76338,What’s a good adventure movie where a hero has to reunite with an old love interest and face a powerful dark enemy?
76338,"Suggest a movie like Thor with epic mythological world-building, space travel, and high-stakes battles between good and evil."
381288,Can you recommend a psychological thriller about a man with multiple personalities?
381288,What’s a scary movie with an intense cat-and-mouse survival plot and a twisty villain?
381288,I’m looking for a horror-thriller involving kidnapped teens and a disturbed character with split identities.
269149,Can you recommend an animated family adventure with a strong female lead and a funny sidekick?
269149,What are some good kids' movies about unlikely animal partners solving a mystery?
269149,I’m looking for a comedy adventure movie with talking animals and a positive message.
198663,What are some sci-fi mystery movies with teenagers trapped in a dangerous environment?
198663,Can you recommend a thriller about kids trying to escape a maze or prison-like setting?
198663,"I’m looking for action movies with amnesia, survival, and a secret behind the world they’re in."
18785,What are some funny movies about wild bachelor parties gone wrong?
18785,Can you recommend a comedy where friends wake up after a crazy night and can't remember what happened?
18785,What are good movies about a group of friends trying to find someone before a wedding?
313369,What are some romantic dramas about ambitious artists struggling to balance love and career?
313369,Can you recommend a movie about two people chasing their dreams in Los Angeles while falling in love?
313369,What are some feel-good but bittersweet musicals or romantic films with a strong focus on music and ambition?
205596,What are some good historical drama movies about World War II codebreaking and cryptography?
205596,Can you recommend a thriller based on a true story about brilliant scientists or mathematicians?
205596,"I’m looking for a war movie with smart, suspenseful teamwork and a historical setting—any suggestions?"
274,Can you recommend a dark psychological thriller with crime and drama elements?
274,What are some movies like The Silence of the Lambs with a brilliant but dangerous villain?
274,I’m looking for a tense crime thriller about an FBI agent and a serial killer.
329,Can you recommend an adventure sci-fi movie about dinosaurs?
329,What’s a good movie where a theme park with cloned dinosaurs goes wrong?
329,I’m looking for a thrilling science fiction film with dinosaurs and a survival story.
207703,What are some fun action-comedy spy movies with a secret agency and a reluctant young recruit?
207703,"Can you recommend a stylish, over-the-top crime action movie with lots of humor and espionage?"
207703,"What’s a movie like James Bond but with a modern twist, a street-smart hero, and a big tech villain?"
424694,What are some good movies about famous rock bands and their rise to fame?
424694,Can you recommend a drama about a legendary musician's life and struggles?
424694,What's a great music movie about the band Queen or Freddie Mercury?
1124,Can you recommend a movie about rival magicians and intense obsession?
1124,"What’s a good mystery drama with deception, jealousy, and a dark rivalry?"
1124,I’m looking for a science fiction movie that’s psychologically intense and has a twisty story about competition.
374720,Can you recommend a tense World War II movie about survival and evacuation?
374720,What are some war films with intense action and drama?
374720,I’m looking for a realistic historical movie about soldiers trapped behind enemy lines.
109445,"Can you recommend an animated family adventure movie with a princess, magic, and a strong sister relationship?"
109445,"What’s a good fantasy movie for kids that includes friendship, courage, and a journey to save a kingdom?"
109445,"I’m looking for a heartwarming adventure movie with songs, a snowy setting, and characters like a princess, a snowman, and a reindeer."
424,Can you recommend a historical drama about World War II and the Holocaust?
424,What are some powerful war movies based on true stories?
424,I'm looking for a serious movie about someone who saves lives during the Nazi era.
857,Can you recommend a realistic war movie set during World War II?
857,What’s a good dramatic movie about soldiers on a rescue mission behind enemy lines?
857,I’m looking for a historical war film with intense battle scenes and emotional stakes.
324857,What are some animated superhero movies with a lot of action and adventure?
324857,Can you recommend a science fiction movie about a teenager who gets superpowers?
324857,What movies are similar to Spider-Man and involve alternate versions of the same hero?
335983,Can you recommend a sci-fi action movie about an anti-hero with superpowers and a dark alien symbiote?
335983,What movie should I watch if I want an investigative journalist who becomes bonded with a violent alien creature?
335983,Do you know any action movies where a flawed hero teams up with an alien entity to fight a secret organization?
58,What are some adventurous fantasy movies with pirates and a lot of action?
58,Can you recommend a fun swashbuckling movie with supernatural sea monsters and treasure hunting?
58,What’s a good action-adventure fantasy film about a cursed pirate and a dangerous quest?
640,What are some crime dramas based on true stories about con artists and forgery?
640,Can you recommend a movie about a charming criminal being chased by the FBI?
640,What are good drama films with clever scams and cat-and-mouse investigations?
240832,Can you recommend an action sci-fi movie with a strong female lead who gains extraordinary abilities?
240832,I’m looking for a fast-paced sci-fi thriller where the main character evolves into something beyond human limits—any suggestions?
240832,What’s a good movie about someone who turns the tables on their captors and becomes a powerful warrior?
429617,Can you recommend an action-packed superhero movie with adventure and sci-fi elements set during a trip abroad?
429617,What’s a good movie about a young hero dealing with world-threatening disasters while traveling through Europe?
429617,"I’m looking for a fun Marvel-style movie with teenagers, action, and a big mystery involving strange creatures—what should I watch?"
333339,What are some adventure sci-fi movies about a virtual reality game or contest?
333339,Can you recommend an action movie where people compete in a game for a huge prize?
333339,What’s a good science fiction film involving a futuristic video game and treasure hunt?
1892,Can you recommend an adventure sci-fi movie with big space battles and a heroic rescue mission?
1892,What's a great action movie where the hero confronts a villain in a final duel and fights against an empire?
1892,Suggest a science fiction film with rebels attacking a giant space station and a showdown between good and evil.
6479,Can you recommend a sci-fi thriller about a lone survivor in a post-apocalyptic city?
6479,What are some dramatic science fiction movies where a virus wipes out most of humanity?
6479,"I’m looking for a thriller about someone who may be the last person left on Earth, any suggestions?"
339403,Can you recommend an action crime movie about a getaway driver and a heist?
339403,What movie features a young driver forced to work for a crime boss?
339403,I’m looking for a fast-paced crime thriller with car chases and a doomed robbery — any suggestions?
75656,Can you recommend a thriller about clever illusionists pulling off heists?
75656,I’m looking for a crime movie with FBI agents chasing a team of magicians—any suggestions?
75656,What’s a suspenseful movie about bank robberies during live performances?
299537,What are some good action-adventure sci-fi movies with a strong female lead?
299537,Can you recommend a superhero movie set in the 1990s?
299537,What movies feature an alien war and a powerful hero saving Earth?
131631,Can you recommend a tense sci-fi adventure about a rebellion against an oppressive government?
131631,What’s a thriller movie with a strong female lead caught in a political uprising and propaganda war?
131631,"I want a movie similar to The Hunger Games with survival, resistance, and high-stakes conflict—what should I watch?"
244786,What are some intense drama movies about obsessive perfectionism in music?
244786,Can you recommend a thriller about a student and a demanding mentor?
244786,What movies show the dark side of pursuing greatness as a musician?
72190,Can you recommend an action horror movie about a zombie outbreak and a global mission to stop it?
72190,What’s a sci-fi thriller with zombies and a former investigator traveling around the world to find the cause?
72190,I want a tense disaster movie with scary infected people and lots of action—any suggestions?
177572,What are some good animated family movies with action and comedy?
177572,Can you recommend a movie about a friendship between a kid and a robot?
177572,What are some adventure movies with a team of young heroes and lots of high-tech gadgets?
348,Can you recommend a scary science fiction movie set in space?
348,What is a classic horror movie about astronauts encountering an alien creature?
348,I'm looking for a suspenseful sci-fi film with a deadly alien monster on a spaceship.
330459,Can you recommend a sci-fi action movie about a team on a dangerous mission to steal secret plans from a superweapon?
330459,What’s a good adventure movie with rebels fighting an empire and trying to save the galaxy?
330459,I want a Star Wars movie with lots of action and a story about resistance fighters—what should I watch?
558,Can you recommend a superhero movie about a hero dealing with burnout and an identity crisis?
558,What are some action-adventure sci-fi movies where the main character struggles to balance a normal life with being a masked hero?
558,Suggest a movie with a villain like Doc Ock and a storyline about a hero torn between duty and a love interest.
38,Can you recommend a sci-fi romance about erasing memories after a breakup?
38,I want a heartbreaking drama with a unique premise about lost love and memory loss—what should I watch?
38,"What movie is about two people trying to forget each other, but realizing they still love one another?"
181808,Can you recommend an action-packed sci-fi adventure with strong Force abilities and a mentor-student dynamic?
181808,What’s a good movie about the Resistance fighting the First Order in the Star Wars universe?
181808,I’m looking for a space adventure with a powerful young hero being trained by a legendary Jedi—what should I watch?
49047,Can you recommend a tense sci-fi thriller set in space with survival elements?
49047,What’s a drama about astronauts dealing with a disaster in orbit?
49047,Suggest a movie like a realistic space adventure with suspense and high stakes
77,Can you recommend a psychological thriller with a confusing non-linear story?
77,What’s a mystery movie about someone with memory loss trying to solve a murder?
77,I want a thriller like Memento with suspense and a unique narrative structure
127585,Can you recommend an action sci-fi movie with time travel and superhero teamwork?
127585,What’s a good adventure movie about changing the past to save the future?
127585,I want a movie where heroes from different timelines work together to stop a disaster. What should I watch?
1422,Can you recommend a crime thriller about undercover cops and moles inside the police?
1422,What’s a dark drama with organized crime and a cat-and-mouse infiltration plot?
1422,I want a suspenseful movie where both the cops and criminals have someone planted inside—any suggestions?
49521,What are some action-packed superhero movies about discovering your true identity?
49521,Can you recommend science fiction adventure films where an alien hero saves Earth?
49521,I’m looking for movies about young heroes with extraordinary powers and a destiny to protect the world.
101,"Can you recommend a crime drama with intense action and a dark, emotional storyline?"
101,What are some movies about an assassin who becomes attached to a young girl?
101,I’m looking for a suspenseful action movie with a hitman and a revenge plot.
120467,Can you recommend a quirky comedy-drama with stylish visuals and a unique story set in Europe between the wars?
